user_id,age,gender,region,signup_at,acquisition_channel,membership_tier,primary_device
USR-000645,24,female,GWANGJU,2025-04-07T07:14:00+09:00,direct,plus,mobile
USR-000646,21,male,GYEONGGI,2026-02-07T06:48:00+09:00,organic,basic,mobile
USR-000647,30,male,BUSAN,2024-10-07T12:40:00+09:00,referral,basic,mobile
USR-000648,27,female,INCHEON,2025-04-23T21:33:00+09:00,direct,plus,desktop
USR-000649,71,male,SEOUL,2026-03-07T02:49:00+09:00,social,basic,mobile
USR-000650,19,male,GYEONGGI,2025-12-31T18:20:00+09:00,paid_search,plus,mobile
USR-000651,46,male,SEOUL,2025-11-10T00:17:00+09:00,email,basic,desktop
USR-000652,34,male,GWANGJU,2024-08-23T16:00:00+09:00,email,basic,mobile
USR-000653,28,male,OTHER,2025-03-24T12:42:00+09:00,social,premium,mobile
USR-000654,43,male,INCHEON,2025-10-05T11:52:00+09:00,paid_search,plus,mobile
USR-000655,71,male,GYEONGGI,2024-07-07T13:41:00+09:00,referral,basic,mobile
USR-000656,35,female,GYEONGGI,2024-12-12T16:25:00+09:00,direct,basic,mobile
USR-000657,20,male,GWANGJU,2025-10-04T07:15:00+09:00,affiliate,premium,mobile
USR-000658,40,male,GYEONGGI,2025-08-03T07:26:00+09:00,direct,basic,mobile
USR-000659,38,female,BUSAN,2025-10-08T18:23:00+09:00,organic,plus,mobile
USR-000660,48,unknown,BUSAN,2026-04-12T12:38:00+09:00,paid_search,premium,mobile
USR-000661,44,male,GYEONGGI,2025-03-15T10:10:00+09:00,referral,basic,mobile
USR-000662,63,female,SEOUL,2025-04-10T21:36:00+09:00,organic,basic,desktop
USR-000663,34,male,SEOUL,2025-04-14T03:35:00+09:00,email,basic,desktop
USR-000664,25,female,DAEGU,2025-12-17T20:12:00+09:00,organic,basic,mobile
USR-000665,54,male,GYEONGGI,2025-06-15T04:20:00+09:00,paid_search,basic,mobile
USR-000666,21,female,GYEONGGI,2025-10-28T03:52:00+09:00,social,basic,desktop
USR-000667,55,female,GYEONGGI,2026-01-15T23:20:00+09:00,paid_search,plus,desktop
USR-000668,46,female,SEOUL,2024-11-11T16:45:00+09:00,paid_search,basic,mobile
USR-000669,36,female,DAEJEON,2026-01-13T23:55:00+09:00,direct,plus,mobile
USR-000670,41,male,BUSAN,2026-03-22T11:01:00+09:00,paid_search,plus,desktop
USR-000671,25,male,SEOUL,2025-05-26T15:44:00+09:00,email,basic,mobile
USR-000672,42,male,GYEONGGI,2024-10-27T15:34:00+09:00,social,basic,mobile
USR-000673,42,unknown,GYEONGGI,2025-02-03T08:12:00+09:00,paid_search,basic,mobile
USR-000674,42,female,DAEJEON,2025-08-09T04:12:00+09:00,paid_search,vip,mobile
USR-000675,26,male,SEOUL,2025-06-12T23:49:00+09:00,organic,basic,desktop
USR-000676,32,male,GYEONGGI,2024-07-06T19:47:00+09:00,referral,basic,mobile
USR-000677,38,female,BUSAN,2025-08-04T14:36:00+09:00,paid_search,basic,desktop
USR-000678,40,male,GYEONGGI,2025-05-28T16:30:00+09:00,paid_search,premium,desktop
USR-000679,21,female,SEOUL,2025-12-17T00:16:00+09:00,affiliate,vip,mobile
USR-000680,40,female,SEOUL,2024-08-14T12:33:00+09:00,email,basic,desktop
USR-000681,49,male,SEOUL,2025-03-08T21:50:00+09:00,paid_search,premium,desktop
USR-000682,27,female,GYEONGGI,2024-07-30T23:46:00+09:00,paid_search,basic,mobile
USR-000683,21,male,GYEONGGI,2026-06-21T07:21:00+09:00,social,vip,mobile
USR-000684,60,female,BUSAN,2025-11-02T02:49:00+09:00,affiliate,basic,mobile
USR-000685,63,male,SEOUL,2026-05-28T21:23:00+09:00,referral,basic,desktop
USR-000686,42,male,GYEONGGI,2025-02-09T04:45:00+09:00,organic,basic,mobile
USR-000687,52,male,BUSAN,2026-01-07T11:29:00+09:00,paid_search,basic,mobile
USR-000688,25,female,GYEONGGI,2026-03-11T00:04:00+09:00,organic,basic,desktop
USR-000689,41,male,GYEONGGI,2025-01-01T16:41:00+09:00,direct,plus,mobile
USR-000690,31,male,DAEJEON,2024-08-10T13:52:00+09:00,paid_search,basic,desktop
USR-000691,31,female,OTHER,2025-11-09T15:07:00+09:00,referral,basic,mobile
USR-000692,21,female,SEOUL,2025-12-03T05:52:00+09:00,referral,basic,mobile
USR-000693,21,female,GYEONGGI,2024-12-08T22:39:00+09:00,paid_search,basic,mobile
USR-000694,39,female,GYEONGGI,2024-09-07T23:24:00+09:00,social,basic,mobile
USR-000695,62,female,SEOUL,2025-03-18T05:59:00+09:00,paid_search,basic,desktop
USR-000696,30,female,SEOUL,2025-10-20T15:06:00+09:00,affiliate,basic,mobile
USR-000697,36,male,BUSAN,2024-07-25T07:51:00+09:00,organic,plus,mobile
USR-000698,32,female,DAEJEON,2025-12-21T19:30:00+09:00,email,basic,mobile
USR-000699,30,female,SEOUL,2025-08-08T11:58:00+09:00,social,plus,desktop
USR-000700,41,female,GYEONGGI,2025-03-21T13:36:00+09:00,social,vip,tablet
USR-000701,35,male,GYEONGGI,2025-08-09T18:07:00+09:00,organic,premium,desktop
USR-000702,57,male,SEOUL,2026-04-21T04:41:00+09:00,organic,basic,mobile
USR-000703,26,male,SEOUL,2024-11-26T19:01:00+09:00,social,premium,desktop
USR-000704,28,female,GYEONGGI,2026-05-20T08:13:00+09:00,referral,plus,mobile
USR-000705,34,female,SEOUL,2025-12-26T17:54:00+09:00,social,premium,desktop
USR-000706,44,female,GYEONGGI,2024-09-08T03:15:00+09:00,direct,plus,mobile
USR-000707,40,male,GYEONGGI,2025-06-23T23:19:00+09:00,organic,basic,mobile
USR-000708,32,female,GYEONGGI,2026-05-13T07:32:00+09:00,paid_search,basic,mobile
USR-000709,31,female,DAEJEON,2026-06-01T00:11:00+09:00,direct,basic,mobile
USR-000710,38,male,GWANGJU,2025-11-04T16:45:00+09:00,organic,basic,mobile
USR-000711,26,male,DAEGU,2024-12-10T21:28:00+09:00,referral,basic,tablet
USR-000712,20,male,SEOUL,2024-09-26T01:20:00+09:00,paid_search,vip,mobile
USR-000713,33,male,GYEONGGI,2025-10-09T16:53:00+09:00,paid_search,basic,mobile
USR-000714,34,male,INCHEON,2024-09-04T18:20:00+09:00,referral,basic,desktop
USR-000715,40,male,DAEGU,2024-11-20T11:30:00+09:00,organic,plus,desktop
USR-000716,19,female,SEOUL,2025-04-02T18:45:00+09:00,organic,plus,mobile
USR-000717,34,male,SEOUL,2026-05-13T15:14:00+09:00,direct,basic,mobile
USR-000718,30,male,DAEGU,2024-11-11T13:37:00+09:00,paid_search,vip,desktop
USR-000719,31,female,SEOUL,2024-08-01T22:56:00+09:00,social,basic,desktop
USR-000720,44,female,DAEJEON,2025-01-11T09:33:00+09:00,social,basic,tablet
USR-000721,32,female,GYEONGGI,2025-01-11T17:59:00+09:00,paid_search,basic,mobile
USR-000722,69,male,GYEONGGI,2024-09-22T08:43:00+09:00,social,basic,mobile
USR-000723,18,male,SEOUL,2026-03-05T14:34:00+09:00,paid_search,basic,mobile
USR-000724,23,male,SEOUL,2024-07-18T08:27:00+09:00,organic,premium,mobile
USR-000725,62,male,GYEONGGI,2025-02-17T19:36:00+09:00,paid_search,basic,desktop
USR-000726,50,male,GYEONGGI,2026-05-10T21:43:00+09:00,paid_search,basic,mobile
USR-000727,36,male,SEOUL,2024-08-28T13:23:00+09:00,organic,premium,mobile
USR-000728,21,female,SEOUL,2026-04-10T01:22:00+09:00,affiliate,basic,mobile
USR-000729,20,male,BUSAN,2024-12-23T04:59:00+09:00,referral,basic,mobile
USR-000730,36,female,SEOUL,2025-10-23T06:28:00+09:00,organic,basic,mobile
USR-000731,57,unknown,GYEONGGI,2024-09-19T08:32:00+09:00,paid_search,plus,desktop
USR-000732,61,female,INCHEON,2025-02-13T16:36:00+09:00,organic,basic,desktop
USR-000733,53,female,GYEONGGI,2024-10-02T19:45:00+09:00,social,basic,mobile
USR-000734,40,female,GYEONGGI,2024-10-17T21:42:00+09:00,organic,basic,mobile
USR-000735,41,female,DAEJEON,2025-07-31T21:48:00+09:00,affiliate,plus,mobile
USR-000736,31,male,GWANGJU,2025-03-07T22:45:00+09:00,social,plus,mobile
USR-000737,37,female,SEOUL,2025-02-12T20:52:00+09:00,paid_search,plus,desktop
USR-000738,30,male,GYEONGGI,2026-02-14T23:23:00+09:00,organic,basic,mobile
USR-000739,19,male,SEOUL,2025-02-20T05:34:00+09:00,paid_search,vip,mobile
USR-000740,29,female,GYEONGGI,2026-01-01T10:50:00+09:00,social,basic,mobile
USR-000741,25,female,SEOUL,2025-11-25T15:59:00+09:00,paid_search,basic,mobile
USR-000742,58,female,BUSAN,2024-08-03T12:01:00+09:00,referral,plus,desktop
USR-000743,19,male,SEOUL,2025-06-14T06:50:00+09:00,paid_search,premium,mobile
USR-000744,20,male,SEOUL,2026-03-03T03:40:00+09:00,email,basic,mobile
USR-000745,51,female,GYEONGGI,2025-06-25T14:24:00+09:00,referral,basic,desktop
USR-000746,32,female,GYEONGGI,2025-05-29T18:07:00+09:00,paid_search,basic,mobile
USR-000747,32,male,SEOUL,2025-09-30T15:15:00+09:00,direct,basic,tablet
USR-000748,20,male,SEOUL,2024-08-04T07:08:00+09:00,social,basic,mobile
USR-000749,64,male,BUSAN,2025-12-20T23:37:00+09:00,paid_search,basic,desktop
USR-000750,37,male,SEOUL,2025-08-12T06:26:00+09:00,referral,plus,desktop
USR-000751,61,male,SEOUL,2025-12-26T21:05:00+09:00,organic,basic,desktop
USR-000752,50,male,GYEONGGI,2025-06-23T00:00:00+09:00,paid_search,basic,desktop
USR-000753,51,male,GYEONGGI,2025-07-17T23:47:00+09:00,social,plus,mobile
USR-000754,18,female,SEOUL,2025-11-13T07:51:00+09:00,referral,basic,mobile
USR-000755,27,female,GYEONGGI,2025-10-01T13:30:00+09:00,direct,premium,desktop
USR-000756,18,male,SEOUL,2025-07-22T06:56:00+09:00,paid_search,vip,mobile
USR-000757,37,male,GYEONGGI,2025-11-02T21:07:00+09:00,social,basic,mobile
USR-000758,18,male,SEOUL,2025-07-01T14:23:00+09:00,organic,basic,mobile
USR-000759,54,female,GYEONGGI,2024-07-29T23:59:00+09:00,social,basic,mobile
USR-000760,25,male,BUSAN,2024-09-28T20:23:00+09:00,referral,basic,mobile
USR-000761,21,male,BUSAN,2025-12-28T20:46:00+09:00,organic,premium,mobile
USR-000762,44,female,SEOUL,2026-01-23T18:22:00+09:00,referral,plus,mobile
USR-000763,24,male,INCHEON,2025-08-11T08:56:00+09:00,social,basic,mobile
USR-000764,36,female,GWANGJU,2025-03-12T13:53:00+09:00,affiliate,plus,mobile
USR-000765,53,male,INCHEON,2025-05-17T08:10:00+09:00,social,basic,mobile
USR-000766,27,male,SEOUL,2024-10-23T19:07:00+09:00,referral,plus,mobile
USR-000767,22,male,GYEONGGI,2024-07-06T05:04:00+09:00,organic,basic,mobile
USR-000768,28,female,GYEONGGI,2025-12-27T04:14:00+09:00,organic,basic,mobile
USR-000769,25,female,OTHER,2026-06-01T12:44:00+09:00,email,vip,desktop
USR-000770,27,female,INCHEON,2024-07-20T19:23:00+09:00,affiliate,vip,mobile
USR-000771,26,female,DAEJEON,2025-03-15T06:24:00+09:00,organic,basic,mobile
USR-000772,64,male,SEOUL,2024-07-07T20:08:00+09:00,organic,plus,mobile
USR-000773,30,female,SEOUL,2025-03-24T07:35:00+09:00,organic,basic,mobile
USR-000774,19,male,DAEJEON,2024-10-01T23:12:00+09:00,organic,basic,desktop
USR-000775,28,male,BUSAN,2025-12-23T03:38:00+09:00,email,plus,desktop
USR-000776,30,male,GYEONGGI,2026-03-25T15:46:00+09:00,direct,basic,mobile
USR-000777,37,male,INCHEON,2025-07-22T15:32:00+09:00,email,basic,mobile
USR-000778,38,female,SEOUL,2025-12-23T06:10:00+09:00,email,premium,mobile
USR-000779,37,male,SEOUL,2024-12-26T17:31:00+09:00,affiliate,basic,mobile
USR-000780,64,unknown,GYEONGGI,2024-12-02T00:23:00+09:00,email,plus,mobile
USR-000781,21,male,GYEONGGI,2026-05-30T13:38:00+09:00,email,basic,mobile
USR-000782,61,male,SEOUL,2025-10-27T10:14:00+09:00,paid_search,premium,mobile
USR-000783,55,female,BUSAN,2025-10-21T10:01:00+09:00,direct,plus,mobile
USR-000784,50,female,BUSAN,2024-10-15T08:53:00+09:00,organic,basic,desktop
USR-000785,48,female,SEOUL,2025-10-05T01:15:00+09:00,organic,basic,tablet
USR-000786,57,female,GYEONGGI,2026-01-19T14:06:00+09:00,social,premium,mobile
USR-000787,35,male,DAEJEON,2025-05-24T13:08:00+09:00,email,plus,mobile
USR-000788,63,female,DAEGU,2025-09-07T10:23:00+09:00,organic,basic,desktop
USR-000789,32,female,GYEONGGI,2026-05-07T16:51:00+09:00,social,basic,mobile
USR-000790,25,male,BUSAN,2026-01-19T09:42:00+09:00,affiliate,basic,mobile
USR-000791,28,male,BUSAN,2025-04-13T10:21:00+09:00,email,vip,mobile
USR-000792,50,male,SEOUL,2025-01-10T05:34:00+09:00,direct,plus,mobile
USR-000793,21,female,INCHEON,2024-12-16T06:17:00+09:00,social,plus,mobile
USR-000794,46,female,GYEONGGI,2025-05-01T21:31:00+09:00,email,premium,mobile
USR-000795,49,male,GWANGJU,2024-08-23T13:00:00+09:00,social,premium,tablet
USR-000796,29,female,SEOUL,2025-05-01T05:41:00+09:00,direct,premium,mobile
USR-000797,36,female,GYEONGGI,2026-06-02T03:20:00+09:00,social,premium,desktop
USR-000798,52,female,SEOUL,2024-08-10T00:21:00+09:00,organic,premium,desktop
USR-000799,47,male,GYEONGGI,2025-08-01T04:03:00+09:00,referral,plus,mobile
USR-000800,74,female,INCHEON,2025-01-02T03:50:00+09:00,social,premium,mobile
USR-000801,25,female,SEOUL,2024-10-15T06:47:00+09:00,direct,vip,mobile
USR-000802,47,male,OTHER,2025-09-10T15:36:00+09:00,direct,basic,tablet
USR-000803,27,male,SEOUL,2025-02-28T14:57:00+09:00,referral,plus,mobile
USR-000804,26,male,GYEONGGI,2025-08-28T11:35:00+09:00,direct,plus,desktop
USR-000805,23,female,GYEONGGI,2026-01-04T04:03:00+09:00,direct,premium,mobile
USR-000806,33,female,SEOUL,2025-09-14T01:28:00+09:00,social,plus,desktop
USR-000807,36,female,GYEONGGI,2025-10-28T07:57:00+09:00,paid_search,basic,desktop
USR-000808,27,female,SEOUL,2024-07-16T15:17:00+09:00,affiliate,basic,mobile
USR-000809,50,male,SEOUL,2026-04-11T09:38:00+09:00,organic,plus,desktop
USR-000810,44,female,INCHEON,2024-09-16T02:22:00+09:00,social,premium,mobile
USR-000811,18,male,GYEONGGI,2025-09-13T08:37:00+09:00,paid_search,basic,mobile
USR-000812,27,female,SEOUL,2024-07-17T21:50:00+09:00,referral,basic,mobile
USR-000813,35,female,SEOUL,2025-08-09T13:12:00+09:00,organic,basic,desktop
USR-000814,63,male,BUSAN,2024-12-17T11:31:00+09:00,social,basic,desktop
USR-000815,45,male,GYEONGGI,2024-09-08T14:31:00+09:00,organic,plus,mobile
USR-000816,43,male,BUSAN,2025-02-28T06:54:00+09:00,social,basic,desktop
USR-000817,20,female,SEOUL,2025-08-19T22:02:00+09:00,direct,basic,desktop
USR-000818,34,male,SEOUL,2026-03-26T05:40:00+09:00,social,basic,mobile
USR-000819,34,female,GYEONGGI,2024-08-10T07:10:00+09:00,referral,basic,mobile
USR-000820,19,male,GYEONGGI,2026-01-22T02:06:00+09:00,direct,basic,mobile
USR-000821,47,female,SEOUL,2026-06-14T15:38:00+09:00,referral,basic,desktop
USR-000822,43,female,DAEJEON,2025-05-01T05:23:00+09:00,organic,plus,desktop
USR-000823,37,male,SEOUL,2025-01-06T05:53:00+09:00,organic,vip,mobile
USR-000824,46,male,GYEONGGI,2025-05-17T00:07:00+09:00,direct,basic,desktop
USR-000825,58,male,GYEONGGI,2024-07-26T17:29:00+09:00,social,basic,desktop
USR-000826,47,male,GYEONGGI,2026-03-19T18:57:00+09:00,referral,basic,tablet
USR-000827,25,male,BUSAN,2025-01-13T01:43:00+09:00,organic,vip,mobile
USR-000828,40,female,SEOUL,2026-01-28T11:02:00+09:00,organic,basic,mobile
USR-000829,34,female,SEOUL,2024-07-11T11:02:00+09:00,email,basic,mobile
USR-000830,31,female,SEOUL,2026-03-06T12:35:00+09:00,referral,basic,desktop
USR-000831,33,male,GYEONGGI,2026-06-16T05:25:00+09:00,social,basic,mobile
USR-000832,47,female,GYEONGGI,2026-02-02T01:59:00+09:00,social,basic,desktop
USR-000833,34,female,DAEJEON,2025-08-05T12:03:00+09:00,affiliate,plus,desktop
USR-000834,30,male,GYEONGGI,2026-05-21T03:19:00+09:00,organic,basic,mobile
USR-000835,45,male,DAEJEON,2025-05-26T11:00:00+09:00,organic,basic,mobile
USR-000836,48,female,GYEONGGI,2024-08-04T22:35:00+09:00,paid_search,plus,desktop
USR-000837,39,female,SEOUL,2025-03-20T12:40:00+09:00,affiliate,basic,desktop
USR-000838,23,female,BUSAN,2025-03-06T03:25:00+09:00,email,plus,mobile
USR-000839,41,male,GYEONGGI,2024-07-30T20:59:00+09:00,referral,plus,tablet
USR-000840,29,male,GYEONGGI,2025-01-22T03:11:00+09:00,direct,basic,desktop
USR-000841,42,male,DAEJEON,2024-09-11T12:47:00+09:00,affiliate,basic,mobile
USR-000842,41,female,SEOUL,2025-05-01T01:14:00+09:00,paid_search,basic,mobile
USR-000843,42,male,SEOUL,2025-08-22T08:57:00+09:00,social,basic,mobile
USR-000844,28,female,SEOUL,2024-08-03T23:14:00+09:00,organic,basic,desktop
USR-000845,19,male,GYEONGGI,2025-11-18T09:11:00+09:00,social,premium,mobile
USR-000846,36,male,GYEONGGI,2024-07-24T19:15:00+09:00,organic,basic,mobile
USR-000847,47,female,SEOUL,2025-09-28T00:44:00+09:00,referral,basic,mobile
USR-000848,31,male,DAEJEON,2025-11-29T08:17:00+09:00,affiliate,basic,mobile
USR-000849,64,male,DAEGU,2024-09-18T22:14:00+09:00,social,basic,mobile
USR-000850,30,male,BUSAN,2026-05-02T11:17:00+09:00,social,basic,mobile
USR-000851,56,female,SEOUL,2024-12-14T17:27:00+09:00,referral,basic,desktop
USR-000852,38,male,SEOUL,2024-11-30T13:06:00+09:00,social,basic,mobile
USR-000853,37,female,SEOUL,2025-03-30T17:16:00+09:00,paid_search,plus,mobile
USR-000854,44,male,INCHEON,2025-12-27T20:35:00+09:00,affiliate,vip,mobile
USR-000855,37,male,OTHER,2025-01-02T09:59:00+09:00,referral,basic,mobile
USR-000856,31,male,GYEONGGI,2025-09-20T12:03:00+09:00,referral,basic,desktop
USR-000857,39,female,SEOUL,2024-09-22T23:46:00+09:00,direct,plus,mobile
USR-000858,46,female,GYEONGGI,2025-06-14T10:25:00+09:00,paid_search,premium,mobile
USR-000859,33,female,SEOUL,2024-09-01T14:20:00+09:00,referral,basic,mobile
USR-000860,72,female,GYEONGGI,2025-06-16T17:55:00+09:00,email,premium,mobile
USR-000861,30,male,GYEONGGI,2025-08-17T12:06:00+09:00,affiliate,premium,desktop
USR-000862,54,female,SEOUL,2024-08-17T04:22:00+09:00,affiliate,plus,mobile
USR-000863,44,female,GYEONGGI,2024-07-24T20:13:00+09:00,paid_search,plus,desktop
USR-000864,69,male,GYEONGGI,2025-04-21T09:53:00+09:00,organic,basic,tablet
USR-000865,37,female,DAEJEON,2025-03-31T01:51:00+09:00,paid_search,basic,desktop
USR-000866,31,male,DAEGU,2026-02-17T10:03:00+09:00,email,basic,mobile
USR-000867,30,female,BUSAN,2024-09-09T14:43:00+09:00,organic,vip,mobile
USR-000868,67,female,GYEONGGI,2024-10-25T05:10:00+09:00,paid_search,plus,desktop
USR-000869,26,female,INCHEON,2024-09-26T11:38:00+09:00,direct,basic,mobile
USR-000870,49,female,DAEJEON,2026-05-26T04:45:00+09:00,email,basic,desktop
USR-000871,43,female,SEOUL,2024-11-05T10:55:00+09:00,direct,basic,mobile
USR-000872,62,male,INCHEON,2025-03-09T07:44:00+09:00,organic,basic,desktop
USR-000873,31,male,GWANGJU,2025-09-29T18:37:00+09:00,paid_search,basic,mobile
USR-000874,39,male,DAEGU,2025-12-27T06:03:00+09:00,direct,basic,desktop
USR-000875,47,female,OTHER,2026-05-25T04:06:00+09:00,paid_search,basic,mobile
USR-000876,47,female,GYEONGGI,2024-09-24T17:01:00+09:00,paid_search,plus,mobile
USR-000877,32,female,GYEONGGI,2024-07-15T04:52:00+09:00,organic,plus,mobile
USR-000878,42,female,GYEONGGI,2024-12-26T21:21:00+09:00,direct,basic,mobile
USR-000879,34,male,GYEONGGI,2025-07-03T08:39:00+09:00,direct,basic,mobile
USR-000880,40,male,INCHEON,2024-11-04T02:11:00+09:00,social,basic,mobile
USR-000881,26,female,DAEGU,2025-05-16T00:06:00+09:00,paid_search,basic,mobile
USR-000882,35,male,BUSAN,2025-10-03T09:13:00+09:00,referral,premium,mobile
USR-000883,48,female,GWANGJU,2024-12-22T23:35:00+09:00,organic,plus,desktop
USR-000884,31,female,GYEONGGI,2025-05-14T20:11:00+09:00,organic,plus,desktop
USR-000885,39,female,GYEONGGI,2024-08-22T12:01:00+09:00,social,plus,desktop
USR-000886,41,female,BUSAN,2025-06-28T18:38:00+09:00,organic,basic,desktop
USR-000887,33,female,DAEGU,2025-10-13T19:15:00+09:00,social,plus,mobile
USR-000888,64,female,SEOUL,2025-03-18T08:26:00+09:00,affiliate,plus,mobile
USR-000889,38,male,SEOUL,2025-08-27T08:56:00+09:00,referral,plus,desktop
USR-000890,36,unknown,GYEONGGI,2026-04-25T13:33:00+09:00,direct,premium,desktop
USR-000891,52,female,DAEGU,2025-08-21T15:30:00+09:00,direct,plus,desktop
USR-000892,48,male,GYEONGGI,2026-04-13T14:40:00+09:00,organic,premium,tablet
USR-000893,38,female,SEOUL,2026-05-22T02:59:00+09:00,email,basic,mobile
USR-000894,27,male,BUSAN,2025-06-06T23:49:00+09:00,referral,premium,mobile
USR-000895,25,female,BUSAN,2026-05-14T11:18:00+09:00,email,basic,mobile
USR-000896,42,female,GYEONGGI,2024-09-30T11:30:00+09:00,paid_search,basic,mobile
USR-000897,42,male,GYEONGGI,2025-07-17T07:40:00+09:00,paid_search,plus,desktop
USR-000898,33,female,INCHEON,2025-12-27T04:04:00+09:00,email,plus,mobile
USR-000899,27,female,SEOUL,2025-02-26T02:10:00+09:00,direct,premium,mobile
USR-000900,40,unknown,GYEONGGI,2026-03-11T18:30:00+09:00,paid_search,basic,desktop
USR-000901,74,female,GYEONGGI,2026-02-13T05:30:00+09:00,social,basic,desktop
USR-000902,27,male,GYEONGGI,2025-02-23T16:30:00+09:00,direct,basic,mobile
USR-000903,65,female,SEOUL,2026-03-17T23:16:00+09:00,direct,basic,mobile
USR-000904,33,male,SEOUL,2024-07-29T13:29:00+09:00,paid_search,basic,mobile
USR-000905,21,male,SEOUL,2026-04-16T02:13:00+09:00,referral,basic,mobile
USR-000906,27,male,SEOUL,2026-03-26T06:50:00+09:00,social,basic,mobile
USR-000907,26,male,DAEJEON,2025-08-20T11:53:00+09:00,paid_search,plus,mobile
USR-000908,46,male,DAEJEON,2025-12-13T16:07:00+09:00,organic,basic,desktop
USR-000909,31,male,SEOUL,2024-11-27T02:43:00+09:00,affiliate,basic,desktop
USR-000910,22,male,GYEONGGI,2024-08-12T13:13:00+09:00,social,basic,mobile
USR-000911,29,female,SEOUL,2025-08-31T06:32:00+09:00,social,basic,desktop
USR-000912,26,female,SEOUL,2026-03-03T01:15:00+09:00,social,basic,mobile
USR-000913,26,female,SEOUL,2025-08-03T00:40:00+09:00,paid_search,basic,mobile
USR-000914,19,male,SEOUL,2026-04-23T20:14:00+09:00,organic,basic,mobile
USR-000915,25,female,SEOUL,2026-01-28T07:07:00+09:00,social,basic,mobile
USR-000916,43,female,GYEONGGI,2026-05-07T10:14:00+09:00,organic,basic,desktop
USR-000917,31,unknown,OTHER,2024-11-19T17:41:00+09:00,email,basic,tablet
USR-000918,50,female,SEOUL,2025-11-04T14:15:00+09:00,referral,basic,desktop
USR-000919,41,female,GYEONGGI,2025-02-14T17:36:00+09:00,organic,basic,mobile
USR-000920,36,female,SEOUL,2025-10-22T20:47:00+09:00,email,plus,mobile
USR-000921,49,female,GWANGJU,2024-07-24T17:53:00+09:00,paid_search,basic,mobile
USR-000922,33,male,DAEJEON,2024-10-06T02:55:00+09:00,social,basic,mobile
USR-000923,25,female,GYEONGGI,2025-03-10T12:14:00+09:00,organic,plus,mobile
USR-000924,49,male,SEOUL,2025-05-30T17:33:00+09:00,organic,premium,desktop
USR-000925,19,female,SEOUL,2026-03-30T14:48:00+09:00,organic,basic,mobile
USR-000926,18,male,BUSAN,2026-02-23T19:24:00+09:00,email,basic,mobile
USR-000927,37,female,GYEONGGI,2024-10-16T10:59:00+09:00,organic,plus,mobile
USR-000928,63,female,SEOUL,2026-03-15T05:05:00+09:00,direct,plus,mobile
USR-000929,34,female,SEOUL,2025-07-04T11:42:00+09:00,affiliate,basic,mobile
USR-000930,29,male,GYEONGGI,2024-09-25T00:28:00+09:00,organic,basic,mobile
USR-000931,37,male,SEOUL,2026-04-11T04:42:00+09:00,organic,premium,mobile
USR-000932,42,female,GYEONGGI,2025-02-09T06:35:00+09:00,direct,basic,mobile
USR-000933,60,female,OTHER,2025-11-26T18:07:00+09:00,direct,premium,tablet
USR-000934,49,female,SEOUL,2025-11-21T22:07:00+09:00,organic,basic,desktop
USR-000935,73,male,GYEONGGI,2026-02-08T18:29:00+09:00,referral,basic,tablet
USR-000936,58,male,SEOUL,2025-04-26T10:36:00+09:00,organic,premium,mobile
USR-000937,55,female,DAEGU,2025-01-09T09:20:00+09:00,social,basic,mobile
USR-000938,42,male,SEOUL,2024-11-09T05:07:00+09:00,organic,plus,mobile
USR-000939,73,male,SEOUL,2025-05-23T02:40:00+09:00,organic,plus,mobile
USR-000940,25,female,SEOUL,2026-02-04T02:27:00+09:00,direct,basic,mobile
USR-000941,32,female,SEOUL,2024-08-26T18:55:00+09:00,email,basic,mobile
USR-000942,51,female,DAEGU,2026-06-07T20:07:00+09:00,organic,basic,desktop
USR-000943,36,male,GYEONGGI,2025-10-22T10:43:00+09:00,paid_search,basic,mobile
USR-000944,47,male,GYEONGGI,2025-05-17T03:22:00+09:00,affiliate,basic,mobile
USR-000945,62,male,GYEONGGI,2025-08-22T00:29:00+09:00,organic,basic,mobile
USR-000946,29,female,SEOUL,2025-10-14T17:20:00+09:00,organic,basic,desktop
USR-000947,30,male,GWANGJU,2026-04-11T09:19:00+09:00,social,plus,mobile
USR-000948,23,male,SEOUL,2026-02-28T11:49:00+09:00,paid_search,vip,mobile
USR-000949,39,female,SEOUL,2025-04-29T06:54:00+09:00,social,basic,desktop
USR-000950,43,male,GYEONGGI,2025-01-27T03:10:00+09:00,email,basic,mobile
USR-000951,53,female,SEOUL,2024-11-08T23:04:00+09:00,email,premium,mobile
USR-000952,26,male,GYEONGGI,2025-12-12T18:56:00+09:00,organic,basic,desktop
USR-000953,21,male,INCHEON,2024-08-11T15:58:00+09:00,referral,basic,mobile
USR-000954,44,male,GYEONGGI,2025-11-22T00:19:00+09:00,direct,vip,mobile
USR-000955,40,male,DAEJEON,2024-08-24T23:24:00+09:00,direct,plus,mobile
USR-000956,26,unknown,DAEGU,2024-07-14T03:15:00+09:00,social,plus,desktop
USR-000957,44,female,SEOUL,2025-09-28T13:53:00+09:00,paid_search,premium,desktop
USR-000958,39,male,DAEJEON,2026-01-19T13:35:00+09:00,paid_search,basic,mobile
USR-000959,21,male,GYEONGGI,2026-03-23T18:09:00+09:00,email,plus,mobile
USR-000960,68,male,GYEONGGI,2025-12-03T20:51:00+09:00,paid_search,vip,desktop
USR-000961,34,female,GYEONGGI,2025-12-14T18:56:00+09:00,email,plus,mobile
